ID,predict
51615,0.06
50357,0.49
53691,0.26
54132,0.34
52492,0.28
52664,0.78
50125,0.56
50306,0.1
50746,0.03
52858,0.17
52481,0.71
50216,0.11
53087,0.15
52669,0.21
53386,0.01
50662,0.55
50508,0.12
51989,0.94
51005,0.09
50311,0.16
51450,0.04
50579,0.45
52130,0.05
51125,0.86
51894,0.67
51270,0.14
50060,0.81
50343,0.63
52228,0.21
51406,0.39
51340,0.15
54242,0.09
51787,0.42
50481,0.33
51278,0.16
50736,0.19
50964,0.08
52105,0.27
53892,0.13
51657,0.63
52729,0.89
53721,0.32
53307,0.47
52122,0.24
50447,0.26
53420,0.77
52167,0.75
51277,0.09
53643,0.83
53975,0.19
51290,0.46
51315,0.24
53206,0.7
52586,0.3
54234,0.45
54124,0.3
51697,0.27
50856,0.11
52980,0.83
53489,0.15
53000,0.16
52997,0.09
50750,0.19
52301,0.02
53141,0.44
53573,0.05
51114,0.07
51648,0.1
52415,0.9
51000,0.07
50005,0.12
54249,0.48
51300,0.84
50365,0.03
53544,0.93
51069,0.59
53849,0.24
53158,0.08
52094,0.04
53502,0.08
50690,0.63
50564,0.18
50885,0.08
52544,0.36
52265,0.0
53086,0.38
50981,0.07
52368,0.12
51305,0.1
53695,0.6
53657,0.83
52423,0.5
54008,0.06
50576,0.05
51225,0.54
52017,0.11
50975,0.38
50162,0.11
50077,0.09
53500,0.37
52294,0.61
53698,0.36
53672,0.4
50081,0.65
52320,0.08
51263,0.07
51347,0.27
53098,0.23
54053,0.79
52790,0.3
52646,0.29
53699,0.41
52871,0.07
54085,0.52
53117,0.11
51053,0.03
51779,0.86
53031,0.44
52748,0.81
51524,0.37
51158,0.78
51418,0.08
50027,0.15
51085,0.27
50452,0.18
50255,0.92
51986,0.68
51244,0.07
52026,0.27
53752,0.49
53166,0.61
53345,0.41
53139,0.13
50214,0.3
52681,0.08
54057,0.24
50199,0.53
50246,0.95
53734,0.29
50857,0.28
50463,0.1
54041,0.31
54058,0.05
51569,0.16
51649,0.51
54209,0.09
54007,0.58
50836,0.41
52699,0.24
50164,0.16
50321,0.08
51067,0.57
50610,0.47
50514,0.56
52362,0.21
50251,0.61
51025,0.84
50623,0.05
51572,0.14
50632,0.29
52650,0.11
50988,0.15
53916,0.13
52652,0.71
51397,0.06
53659,0.23
51957,0.07
52899,0.08
51472,0.67
50263,0.18
50018,0.75
53948,0.33
53967,0.21
51250,0.11
50100,0.76
51865,0.15
51123,0.37
50376,0.42
50420,0.45
50611,0.05
51100,0.48
50138,0.08
50995,0.3
50584,0.21
52684,0.37
53806,0.12
54245,0.07
50950,0.15
50896,0.95
52628,0.28
51021,0.14
50883,0.35
53700,0.22
53914,0.14
50501,0.24
52317,0.36
50215,0.32
51750,0.1
52068,0.11
52064,0.16
54139,0.04
53953,0.03
50470,0.17
52188,0.96
50556,0.09
50768,0.28
50972,0.43
53045,0.36
51431,0.14
52235,0.07
53077,0.06
50329,0.22
51172,0.74
53154,0.25
54059,0.17
52974,0.15
51207,0.79
53282,0.12
50325,0.56
52820,0.54
52003,0.2
53281,0.42
53607,0.08
54108,0.48
51443,0.51
52708,0.79
50843,0.1
53855,0.73
53904,0.31
51653,0.26
50400,0.05
53319,0.08
50755,0.18
52125,0.16
52553,0.5
50346,0.21
50278,0.24
51466,0.46
53778,0.1
52640,0.91
50600,0.68
50560,0.35
51679,0.16
50270,0.87
51233,0.26
51968,0.84
52296,0.15
53037,0.56
52842,0.56
54052,0.09
50300,0.03
53753,0.62
51848,0.85
52048,0.03
53033,0.12
50920,0.05
53927,0.08
53930,0.05
51799,0.59
51253,0.13
50195,0.08
53454,0.19
53883,0.18
52350,0.05
51291,0.03
51591,0.77
53431,0.15
51946,0.19
52056,0.25
53779,0.43
51419,0.05
53413,0.72
53512,0.02
53663,0.15
50544,0.14
51577,0.14
53870,0.57
51387,0.01
50047,0.59
50748,0.13
54238,0.32
50737,0.09
52016,0.74
52619,0.19
50969,1.0
53567,0.45
50183,0.79
51681,0.42
51330,0.51
51935,0.13
51706,0.21
53293,0.27
50259,0.93
52117,0.26
52208,0.65
50518,0.61
53490,0.17
50043,0.31
54162,0.39
50568,0.83
52284,0.1
50570,0.03
51094,0.97
51381,0.11
53355,0.31
50261,0.59
52073,0.16
50655,0.07
50796,0.85
53116,0.14
51631,0.15
51720,0.51
50754,0.19
54116,0.03
54077,0.02
54171,0.54
51961,0.11
52329,0.14
50829,0.08
54064,0.13
52850,0.07
53412,0.03
52490,0.64
51464,0.19
53520,0.92
52029,0.8
54005,0.14
50279,0.93
51539,0.11
51200,0.51
53235,0.14
52474,0.3
52131,0.23
50776,0.06
52397,0.64
51800,0.31
51774,0.25
53568,0.55
53058,0.88
53854,0.93
51533,0.4
53178,0.33
51390,0.52
51753,0.27
51793,0.11
50170,0.32
54239,0.52
54032,0.29
53216,0.08
52878,0.2
50833,0.16
52770,0.22
53574,0.03
51676,0.14
51396,0.11
51508,0.08
50375,0.73
51987,0.07
50863,0.03
53487,0.2
53022,0.11
51943,0.73
53427,0.5
52592,0.35
53428,0.26
51956,0.22
51659,0.1
52964,0.86
53879,0.08
52933,0.27
52527,0.01
51541,0.78
51530,0.12
50533,0.15
52120,0.62
51116,0.59
53339,0.05
53934,0.61
53708,0.23
53169,0.14
52773,0.74
51267,0.19
52532,0.11
50575,0.31
50185,0.04
51164,0.35
51716,0.15
51341,0.28
51985,0.12
52183,0.1
51440,0.85
51796,0.23
51863,0.17
52277,0.09
50537,0.32
50865,0.36
53712,0.03
51048,0.6
52086,0.26
52688,0.68
51119,0.46
52182,0.17
53254,0.65
50344,0.23
50541,0.02
50186,0.01
51643,0.25
53839,0.26
52113,0.48
51425,0.94
53710,0.28
54138,0.19
53404,0.22
51754,0.63
51402,0.01
51658,0.81
53982,0.26
53844,0.53
51426,0.59
53163,0.2
53321,0.13
50001,0.59
50601,0.12
50046,0.19
51807,0.73
53251,0.89
53450,0.26
52902,0.16
52579,0.17
52363,0.07
53641,0.25
53739,0.33
53600,0.2
53179,0.87
52470,0.73
53563,0.08
51876,0.04
51630,0.35
52196,0.27
53350,0.33
53555,0.15
53276,0.58
54026,0.84
51088,0.32
51377,0.14
50434,0.37
53125,0.42
53703,0.53
50055,0.13
52614,0.19
50820,0.53
52341,0.56
52219,0.04
53886,0.07
50087,0.19
53971,0.51
51515,0.71
51687,0.21
50982,0.06
53447,0.83
52375,0.21
53072,0.31
51103,0.29
50700,0.2
51725,0.08
53831,0.06
52900,0.34
52599,0.17
52293,0.89
50622,0.11
52112,0.69
53299,0.15
51297,0.33
52837,0.22
53702,0.15
51978,0.11
50442,0.18
51281,0.08
51575,0.04
51039,0.75
51994,0.75
51031,0.23
52662,0.87
53807,0.73
52304,0.09
52110,0.16
51392,0.28
52090,0.66
52630,0.62
50137,0.11
51899,0.25
53619,0.61
51274,0.49
53271,0.56
54176,0.03
50404,0.1
50691,0.24
52178,0.84
51632,0.1
51232,0.14
53488,0.06
50053,0.68
50269,0.62
53584,0.12
51247,0.05
50659,0.55
53226,0.25
51480,0.19
53329,0.08
51223,0.24
51444,0.73
53147,0.41
51835,0.69
53348,0.22
52674,0.8
53853,0.27
51527,0.1
50997,0.04
53057,0.01
54022,0.22
52626,0.45
51696,0.33
52002,0.34
53578,0.2
53342,0.04
51190,0.58
50097,0.14
53270,0.15
53679,0.91
51802,0.39
54150,0.14
51201,0.77
52109,0.12
50039,0.02
50913,0.25
50336,0.55
50826,0.08
51851,0.16
53118,0.29
53177,0.13
51109,0.31
53069,0.04
52013,0.73
52761,0.1
52993,0.12
52887,0.02
50909,0.04
51616,0.17
53352,0.47
52941,0.3
50286,0.73
53780,0.55
53911,0.08
52624,0.35
52612,0.2
52011,0.61
50361,0.03
53466,0.36
50660,0.3
50320,0.52
52833,0.85
51204,0.97
51494,0.63
50852,0.48
50728,0.26
53336,0.53
51295,0.1
53255,0.15
51235,0.07
50940,0.2
51936,0.89
52524,0.23
52762,0.26
52232,0.47
52365,0.78
52099,0.11
53054,0.72
52500,0.6
53433,0.2
53881,0.13
53626,0.18
50770,0.37
51409,0.18
53933,0.41
52264,0.04
51065,0.47
53915,0.51
50801,0.51
50331,0.17
52295,0.32
52360,0.94
53772,0.13
50866,0.07
52486,0.11
51234,0.03
53066,0.11
52783,0.15
53652,0.17
52460,0.7
54020,0.34
54006,0.4
50695,0.16
50665,0.23
50319,0.1
53722,0.11
54191,0.23
51973,0.08
52179,0.13
50283,0.28
53501,0.05
53537,0.25
50220,0.68
53547,0.14
50735,0.11
50356,0.0
51602,0.02
52832,0.11
50716,0.67
50821,0.91
51195,0.13
52954,0.18
53723,0.36
52536,0.12
51601,0.13
51879,0.28
51159,0.77
51003,0.09
51294,0.09
53290,0.17
50721,0.1
54259,0.21
50484,0.23
54149,0.13
50172,0.64
51346,0.21
54017,0.25
51156,0.11
51091,0.08
52441,0.58
50427,0.34
51493,0.22
50222,0.03
50369,0.32
54118,0.25
52141,0.26
53408,0.21
53356,0.16
50123,0.42
51971,0.38
52506,0.33
52909,0.56
51563,0.87
51302,0.21
51008,0.42
50719,0.17
51705,0.21
51046,0.05
51548,0.74
51781,0.13
54082,0.21
50952,0.23
54113,0.29
51323,0.74
51498,0.65
50317,0.38
50767,0.14
50881,0.21
52220,0.12
52243,0.15
52947,0.36
51732,0.15
53492,0.47
52314,0.27
51043,0.16
50461,0.45
52564,0.08
53540,0.14
53597,0.15
52792,0.18
51182,0.12
51173,0.05
53225,0.2
53395,0.36
51829,0.32
53053,0.17
51212,0.12
52660,0.52
50872,0.34
52815,0.2
52784,0.71
53634,0.36
50669,0.1
52042,0.09
52246,0.16
52004,0.15
51184,0.8
53185,0.07
52587,0.4
53495,0.11
50870,0.09
54282,0.07
51120,0.24
53152,0.11
51144,0.05
51188,0.81
52606,0.46
54126,0.34
53810,0.03
51714,0.23
53472,0.78
50341,0.27
51245,0.42
51198,0.06
53171,0.14
50977,0.15
50751,0.5
50925,0.12
51776,0.65
51923,0.48
53220,0.04
51969,0.11
53596,0.28
52834,0.6
51938,0.1
52482,0.07
52973,0.66
50282,0.51
50091,0.18
54286,0.9
52883,0.02
50161,0.34
51859,0.31
53315,0.92
50607,0.86
51694,0.04
52772,0.11
54208,0.21
54255,0.6
51596,0.03
53036,0.77
53511,0.27
52678,0.22
53366,0.05
50105,0.1
52244,0.18
50762,0.74
50548,0.23
53782,0.11
53612,0.09
54129,0.05
53111,0.43
52012,0.02
53199,0.28
53745,0.93
50653,0.04
50980,0.29
53516,0.0
53186,0.18
51136,0.03
53922,0.33
52278,0.05
53744,0.25
53676,0.23
51343,0.03
53485,0.03
52854,0.97
50135,0.29
52950,0.26
53323,0.6
51691,0.61
53811,0.12
51167,0.1
50439,0.22
51266,0.25
52661,0.06
51101,0.71
50933,0.22
50090,0.33
53476,0.25
53446,0.29
51726,0.05
51765,0.16
52540,0.19
50033,0.46
50963,0.42
50431,0.23
50449,0.23
51671,0.14
50543,0.76
52465,0.34
52995,0.52
50650,0.16
52601,0.11
50687,0.15
50948,0.08
54243,0.15
54206,0.08
52251,0.92
51106,0.71
51081,0.22
51139,0.01
51892,0.2
52666,0.14
53694,0.54
53804,0.25
50592,0.02
51107,0.09
52704,0.11
52450,0.7
50838,0.16
54173,0.81
53286,0.1
50810,0.26
53256,0.25
52910,0.08
52929,0.19
52694,0.68
54091,0.74
51491,0.2
51226,0.05
52541,0.05
51161,0.4
52581,0.37
50454,0.28
53601,0.19
51112,0.38
52417,0.26
50661,0.7
50298,0.07
51024,0.18
52604,0.24
51930,0.44
52267,0.15
54158,0.09
50985,0.08
54183,0.05
53023,0.15
50552,0.39
51298,0.83
51213,0.15
51932,0.13
51389,0.1
50984,0.13
54013,0.2
50489,0.05
52823,0.07
52340,0.07
53441,0.3
54210,0.38
53430,0.09
52588,0.87
54225,0.8
50635,0.63
52282,0.36
50646,0.26
50464,0.27
53900,0.07
51366,0.76
52565,0.29
52163,0.23
50423,0.75
50457,0.13
53645,0.11
50383,0.29
53882,0.88
53668,0.14
51303,0.31
53951,0.77
54012,0.46
53677,0.05
50324,0.73
53078,0.39
54187,0.14
50523,0.09
51511,0.1
50509,0.39
52393,0.2
53508,0.19
50855,0.7
54287,0.34
52407,0.04
52092,0.3
53132,0.04
54110,0.63
53403,0.11
50778,0.29
54205,0.82
52801,0.11
51097,0.16
50011,0.3
50986,0.11
50024,0.05
54088,0.14
50676,0.86
51478,0.7
50111,0.28
53274,0.06
53514,0.22
53038,0.19
50773,0.13
50173,0.44
53784,0.15
52868,0.27
52401,0.94
52177,0.38
50242,0.01
52351,0.36
51401,0.41
53280,0.06
53200,0.32
51735,0.7
51939,0.16
52377,0.41
54240,0.24
50976,0.06
52617,0.12
52248,0.09
52305,0.46
50228,0.15
53517,0.54
50524,0.22
51542,0.17
51077,0.11
52860,0.08
51386,0.04
51206,0.92
52856,0.07
53838,0.18
53334,0.45
51113,0.32
52707,0.1
53802,0.15
52347,0.14
53576,0.08
53115,0.66
50093,0.62
54073,0.88
52739,0.14
51605,0.24
51808,0.12
50551,0.21
51995,0.1
53052,0.29
51304,0.29
50163,0.19
50557,0.74
52695,0.68
52797,0.05
53947,0.89
51040,0.43
52166,0.33
53325,0.59
50938,0.24
52557,0.16
54237,0.19
53398,0.91
53666,0.1
51334,0.68
53207,0.36
54170,0.42
51364,0.64
50309,0.21
52138,0.28
51311,0.02
50063,0.46
53509,0.17
53467,0.46
52364,0.28
54147,0.18
51151,0.09
53662,0.1
50349,0.23
51949,0.28
51821,0.45
53693,0.41
51737,0.5
50664,0.39
53182,0.15
53405,0.07
51254,0.46
52535,0.09
51371,0.32
53365,0.29
50038,0.19
53491,0.21
52132,0.31
53536,0.58
53956,0.6
54260,0.34
51815,0.21
52070,0.06
50210,0.3
52647,0.61
50511,0.82
54192,0.44
52794,0.43
52649,0.02
51778,0.4
52939,0.08
53836,0.64
53381,0.14
50683,0.13
53392,0.38
51980,0.89
52033,0.05
53551,0.02
53687,0.53
50674,0.38
50835,0.1
53283,0.47
50388,0.11
50465,0.14
50618,0.24
50812,0.08
53593,0.51
50722,0.25
51187,0.12
51510,0.39
52436,0.3
53826,0.16
52039,0.24
51393,0.13
52690,0.12
52160,0.14
50176,0.35
52848,0.38
50540,0.67
51844,0.03
53009,0.28
51519,0.12
52805,0.33
53415,0.87
54269,0.17
53674,0.31
51897,0.2
54043,0.71
52237,0.2
52326,0.17
53906,0.4
51719,0.57
51329,0.24
52446,0.26
51675,0.09
53591,0.15
52934,0.9
52521,0.03
52459,0.06
51862,0.3
51162,0.51
52515,0.24
51566,0.68
50460,0.56
52227,0.18
53462,0.83
51682,0.14
50416,0.45
51670,0.1
51301,0.35
52719,0.16
52274,0.16
52742,0.11
52897,0.57
53954,0.23
53112,0.17
53505,0.29
50042,0.24
53912,0.7
53539,0.29
51385,0.12
53361,0.45
53155,0.18
51833,0.27
51861,0.27
51211,0.36
50949,0.28
53743,0.22
50267,0.18
52280,0.08
50113,0.13
52838,0.05
54273,0.58
51872,0.16
50864,0.21
51766,0.55
50334,0.79
50807,0.28
52949,0.38
52613,0.83
54100,0.4
54071,0.15
52814,0.57
52633,0.06
50428,0.28
52245,0.09
52418,0.17
54199,0.88
50513,0.17
51626,0.2
50605,0.46
52193,0.22
52075,0.37
51903,0.08
53237,0.21
52186,0.1
52668,0.22
50841,0.13
51412,0.04
51811,0.22
51573,0.17
52653,0.69
53759,0.33
53262,0.11
50606,0.13
53609,0.25
52373,0.03
53222,0.13
53340,0.24
51692,0.29
52382,0.18
53181,0.13
53725,0.42
51010,0.08
52968,0.16
51138,0.32
52150,0.04
51317,0.21
53819,0.32
51104,0.69
50673,0.19
50002,0.19
51391,0.53
50297,0.09
52774,0.33
52063,0.2
50974,0.05
52309,0.05
53304,0.09
50515,0.58
52115,0.69
53880,0.36
52961,0.61
52488,0.49
53389,0.4
52563,0.79
54285,0.38
50144,0.01
51215,0.03
50250,0.17
51446,0.2
53349,0.23
51042,0.27
53390,0.05
50996,0.1
52928,0.2
50247,0.04
51964,0.57
51974,0.79
51795,0.14
50923,0.9
54104,0.01
52140,0.07
51017,0.98
50707,0.75
53230,0.23
54106,0.31
53192,0.53
52622,0.89
51149,0.4
52038,0.1
54105,0.31
50073,0.32
52149,0.33
52491,0.61
51239,0.41
50832,0.21
50092,0.09
54136,0.08
51905,0.4
50384,0.31
52040,0.12
50786,0.65
52216,0.23
53620,0.16
51380,0.49
51349,0.35
50898,0.83
51623,0.68
50764,0.1
50453,0.08
52315,0.84
50127,0.22
51695,0.04
54048,0.62
53176,0.02
50959,0.57
51672,0.17
51909,0.85
53572,0.62
52999,0.16
50713,0.26
53978,0.15
51747,0.78
52872,0.99
52556,0.42
52135,0.18
50860,0.12
53453,0.23
52395,0.08
54235,0.9
53253,0.14
52394,0.45
53848,0.48
52379,0.13
53236,0.42
50308,0.15
53285,0.26
50917,0.21
50482,0.49
53825,0.19
53015,0.69
51084,0.12
51286,0.06
52422,0.09
50088,0.18
53435,0.17
51220,0.09
52508,0.79
54140,0.23
51988,0.58
53219,0.64
50239,0.6
50554,0.37
52908,0.74
50597,0.48
53375,0.3
53452,0.3
51328,0.43
53232,0.29
51332,0.88
50642,0.19
52453,0.21
51072,0.19
51958,0.14
51205,0.28
52542,0.26
51618,0.81
53746,0.53
54182,0.12
50477,0.09
52069,0.24
51460,0.21
50044,0.81
53021,0.48
50191,0.83
53198,0.68
51485,0.06
51869,0.11
51857,0.22
53332,0.24
52380,0.5
54178,0.55
53245,0.05
53444,0.92
53664,0.44
51853,0.19
53615,0.29
52787,0.28
53658,0.15
50993,0.13
50989,0.3
51507,0.07
52118,0.24
53791,0.12
53379,0.22
53683,0.27
52434,0.94
52060,0.24
50918,0.09
51585,0.27
54288,0.08
52335,0.25
50435,0.84
51662,0.11
53599,0.35
52673,0.01
53445,0.06
52495,0.08
52533,0.04
50096,0.3
52290,0.24
52164,0.29
53142,0.46
50160,0.14
51617,0.87
52537,0.08
52381,0.54
53062,0.19
50022,0.27
51462,0.24
54060,0.62
54253,0.36
52145,0.31
52520,0.61
50248,0.42
52620,0.47
52547,0.14
52236,0.16
53809,0.32
53322,0.63
52121,0.3
50132,0.15
51991,0.32
53193,0.05
51150,0.19
50271,0.23
51194,0.07
51823,0.4
50249,0.09
52146,0.71
51996,0.06
52727,0.57
52144,0.53
51537,0.23
51129,0.67
54289,0.32
50710,0.64
52970,0.61
53748,0.3
50834,0.07
52342,0.35
51638,0.12
53190,0.41
53209,0.68
53931,0.32
50608,0.19
53143,0.08
54163,0.1
50379,0.07
51433,0.11
52505,0.29
50504,0.1
52530,0.29
51310,0.47
51026,0.34
53673,0.09
50941,0.17
52155,0.74
52035,0.46
50293,0.96
51022,0.07
53496,0.27
50265,0.21
51816,0.14
50953,0.27
53852,0.11
52385,0.15
52991,0.18
54025,0.49
51790,0.31
50678,0.1
53614,0.41
53471,0.02
50274,0.4
52466,0.24
52104,0.09
51470,0.04
54152,0.22
50886,0.12
50232,0.05
50613,0.15
51256,0.12
52597,0.71
50873,0.74
53816,0.83
53148,0.17
53194,0.16
54014,0.71
51845,0.0
51867,0.01
52976,0.2
50880,0.07
52084,0.14
53252,0.14
51609,0.1
50647,0.85
54264,0.54
51822,0.27
53240,0.14
53312,0.08
52636,0.45
50036,0.1
52323,0.71
51762,0.15
52827,0.29
52920,0.24
52578,0.21
50201,0.07
53292,0.27
50030,0.2
51590,0.61
51560,0.08
50822,0.31
50937,0.91
50903,0.24
51459,0.86
51475,0.55
52087,0.71
51612,0.18
53371,0.28
51564,0.08
53965,0.1
52187,0.7
51599,0.78
52736,0.08
51839,0.61
53330,0.52
51388,0.23
53041,0.5
51240,0.2
52023,0.6
51850,0.53
52198,0.79
53715,0.19
53376,0.59
51324,0.64
53050,0.54
52948,0.08
53011,0.13
53027,0.06
52798,0.03
52600,0.78
50627,0.66
50530,0.19
53869,0.35
52985,0.17
50373,0.3
50844,0.72
52030,0.57
54203,0.04
50226,0.03
50193,0.71
53302,0.67
51011,0.14
53497,0.2
51834,0.09
51517,0.76
51248,0.38
53980,0.85
54175,0.36
51690,0.23
53364,0.28
51028,0.5
51237,0.02
52567,0.16
52817,0.09
54021,0.06
53083,0.12
51549,0.18
50914,0.28
52758,0.73
50184,0.47
50727,0.8
53217,0.86
51108,0.06
51001,0.0
53238,0.22
53685,0.13
50229,0.13
50166,0.29
50689,0.12
51271,0.1
51976,0.1
51780,0.94
53961,0.16
51110,0.28
51782,0.17
52403,0.2
51838,0.19
53110,0.04
52835,0.12
52963,0.28
51383,0.11
52433,0.09
53275,0.17
51545,0.19
52517,0.34
54224,0.08
51361,0.2
51562,0.13
51581,0.24
50188,0.1
50403,0.67
53800,0.12
52725,0.88
51160,0.03
51503,0.23
52562,0.53
51746,0.73
52497,0.52
50152,0.65
50815,0.17
52171,0.08
52081,0.06
50892,0.16
53757,0.58
51093,0.3
52384,0.37
52809,0.06
53055,0.54
50734,0.13
52657,0.26
52737,0.47
50926,0.31
51948,0.65
50842,0.08
50366,0.05
51532,0.1
52717,0.27
52269,0.65
50070,0.2
53616,0.18
53094,0.32
52025,0.47
51032,0.31
54161,0.58
53046,0.88
51882,0.1
50819,0.14
52321,0.53
50208,0.46
52484,0.47
50396,0.29
51902,0.09
50720,0.59
51512,0.52
51711,0.13
54112,0.05
52611,0.23
51374,0.06
51090,0.9
53012,0.08
50706,0.1
53423,0.46
54011,0.34
53874,0.03
53218,0.13
51534,0.66
51610,0.66
52819,0.19
52915,0.2
52442,0.15
50058,0.18
50287,0.22
50825,0.27
50221,0.08
52008,0.47
53650,0.07
52489,0.37
53372,0.84
52143,0.31
51715,0.05
52750,0.04
51885,0.04
53024,0.23
53189,0.55
53960,0.15
54213,0.28
52041,0.34
50355,0.77
54284,0.04
51228,0.3
51656,0.01
53968,0.31
53632,0.17
52703,0.62
51622,0.11
52677,0.29
51739,0.4
51134,0.26
52448,0.48
52273,0.28
52990,0.23
52502,0.25
50612,0.17
51587,0.26
53035,0.08
53073,0.35
51557,0.16
54065,0.97
53840,0.24
50490,0.12
51382,0.49
50667,0.35
52551,0.23
50066,0.38
51509,0.39
53459,0.11
50391,0.51
53469,0.18
51727,0.55
51363,0.21
53434,0.7
51852,0.1
50295,0.16
51535,0.16
53583,0.13
52958,0.14
51639,0.07
51500,0.48
53122,0.91
54083,0.08
50168,0.16
50616,0.23
53623,0.91
54165,0.32
50304,0.6
53768,0.4
53765,0.27
51944,0.19
50029,0.09
53483,0.52
53113,0.47
53004,0.19
51688,0.16
52831,0.08
54037,0.22
53426,0.04
50542,0.22
50203,0.0
53338,0.28
50671,0.54
52926,0.13
53025,0.86
52777,0.26
51757,0.18
52734,0.16
51689,0.02
